Date,Year,District,Season,MeanDepth,Rainfall,TMax,TMin,Cropland,BuiltUp,Forest,WaterBody
2014-06-01,2014,Murshidabad,Post-Monsoon,12.39,1635.55,30.10,24.42,26.96,7.46,29.81,16.47
2014-06-01,2014,"Purba Bardhaman",Pre-Monsoon,7.93,878.43,29.73,22.01,30.60,5.52,12.47,19.52
2014-06-01,2014,"Purba Bardhaman",Post-Monsoon,15.84,1748.87,29.78,23.14,30.60,5.52,12.47,19.52
2014-06-01,2014,Purulia,Pre-Monsoon,9.21,1863.17,34.24,18.03,31.82,24.23,28.74,10.73
2014-06-01,2014,Purulia,Post-Monsoon,5.36,829.28,38.05,15.28,31.82,24.23,28.74,10.73
2014-06-01,2014,"West Medinipur",Pre-Monsoon,14.68,1849.64,32.93,27.21,28.23,8.03,28.45,16.62
2014-06-01,2014,"West Medinipur",Post-Monsoon,7.66,1758.54,39.97,19.56,28.23,8.03,28.45,16.62
2015-06-01,2015,Bankura,Pre-Monsoon,19.11,1720.63,31.03,21.24,45.76,18.26,11.26,19.53
2015-06-01,2015,Bankura,Post-Monsoon,19.31,1553.01,38.11,27.79,45.76,18.26,11.26,19.53
2015-06-01,2015,Birbhum,Pre-Monsoon,18.72,1721.93,31.27,20.48,51.95,12.32,39.40,14.03
2015-06-01,2015,Birbhum,Post-Monsoon,10.55,1685.10,28.58,16.44,51.95,12.32,39.40,14.03
2015-06-01,2015,Jalpaiguri,Pre-Monsoon,5.23,1225.55,29.31,18.85,43.30,23.70,34.35,14.85
2015-06-01,2015,Jalpaiguri,Post-Monsoon,18.92,1080.33,25.63,15.23,43.30,23.70,34.35,14.85
2015-06-01,2015,Jhargram,Pre-Monsoon,11.42,1985.27,31.42,20.00,25.12,13.46,37.84,8.37
2015-06-01,2015,Jhargram,Post-Monsoon,19.50,1615.58,28.27,27.35,25.12,13.46,37.84,8.37
2015-06-01,2015,Murshidabad,Pre-Monsoon,19.45,1743.61,26.34,20.43,34.89,15.80,23.18,14.19
2015-06-01,2015,Murshidabad,Post-Monsoon,17.80,1854.94,39.17,21.08,34.89,15.80,23.18,14.19
2015-06-01,2015,"Purba Bardhaman",Pre-Monsoon,9.42,1536.09,27.51,27.89,57.72,11.02,13.65,7.96
2015-06-01,2015,"Purba Bardhaman",Post-Monsoon,10.78,1078.01,39.14,23.45,57.72,11.02,13.65,7.96
2015-06-01,2015,Purulia,Pre-Monsoon,17.77,1529.28,32.69,18.00,55.48,21.15,18.58,17.24
2015-06-01,2015,Purulia,Post-Monsoon,9.75,1011.83,28.31,17.42,55.48,21.15,18.58,17.24
2015-06-01,2015,"West Medinipur",Pre-Monsoon,7.54,1735.50,30.25,15.75,54.45,26.16,37.57,8.78
2015-06-01,2015,"West Medinipur",Post-Monsoon,13.35,1962.92,38.26,27.06,54.45,26.16,37.57,8.78
2016-06-01,2016,Bankura,Pre-Monsoon,19.04,1993.89,27.61,20.15,50.20,16.51,35.26,15.93
2016-06-01,2016,Bankura,Post-Monsoon,15.44,1709.89,35.44,17.00,50.20,16.51,35.26,15.93
2016-06-01,2016,Birbhum,Pre-Monsoon,13.55,1779.00,28.37,17.91,51.06,21.40,15.32,13.18
2016-06-01,2016,Birbhum,Post-Monsoon,6.46,1444.37,33.89,22.54,51.06,21.40,15.32,13.18
2016-06-01,2016,Jalpaiguri,Pre-Monsoon,14.23,909.78,38.16,18.45,59.39,28.43,11.30,7.47
2016-06-01,2016,Jalpaiguri,Post-Monsoon,19.85,955.42,38.33,27.42,59.39,28.43,11.30,7.47
2016-06-01,2016,Jhargram,Pre-Monsoon,7.10,1834.55,37.14,23.52,25.27,23.15,34.53,8.20
2016-06-01,2016,Jhargram,Post-Monsoon,12.77,1461.03,26.30,20.31,25.27,23.15,34.53,8.20
2016-06-01,2016,Murshidabad,Pre-Monsoon,18.16,1247.23,28.90,24.40,40.23,26.02,31.98,13.13
2016-06-01,2016,Murshidabad,Post-Monsoon,16.11,1395.05,26.22,17.86,40.23,26.02,31.98,13.13
2016-06-01,2016,"Purba Bardhaman",Pre-Monsoon,15.46,1619.91,26.14,26.07,43.61,17.71,18.93,13.48
2016-06-01,2016,"Purba Bardhaman",Post-Monsoon,15.54,1394.18,32.21,22.70,43.61,17.71,18.93,13.48
2016-06-01,2016,Purulia,Pre-Monsoon,10.39,1789.62,30.22,23.81,47.56,26.83,29.09,16.42
2016-06-01,2016,Purulia,Post-Monsoon,9.40,1478.88,29.01,26.42,47.56,26.83,29.09,16.42
2016-06-01,2016,"West Medinipur",Pre-Monsoon,17.14,1756.91,34.88,26.06,26.40,16.54,10.28,8.70
2016-06-01,2016,"West Medinipur",Post-Monsoon,17.15,1840.75,35.63,25.88,26.40,16.54,10.28,8.70
2017-06-01,2017,Bankura,Pre-Monsoon,18.01,1636.97,35.20,23.04,49.06,29.80,12.98,11.02
2017-06-01,2017,Bankura,Post-Monsoon,18.70,1703.26,27.38,26.45,49.06,29.80,12.98,11.02
2017-06-01,2017,Birbhum,Pre-Monsoon,12.67,1846.21,25.44,25.74,52.00,10.10,26.65,16.00
2017-06-01,2017,Birbhum,Post-Monsoon,12.52,954.64,30.03,24.67,52.00,10.10,26.65,16.00
2017-06-01,2017,Jalpaiguri,Pre-Monsoon,16.97,992.91,37.27,25.82,44.64,9.70,20.66,16.76
2017-06-01,2017,Jalpaiguri,Post-Monsoon,14.75,1408.96,25.10,18.73,44.64,9.70,20.66,16.76
2017-06-01,2017,Jhargram,Pre-Monsoon,15.53,1540.31,39.72,23.21,42.17,5.13,32.83,5.53
2017-06-01,2017,Jhargram,Post-Monsoon,16.94,1111.76,34.51,22.02,42.17,5.13,32.83,5.53
2017-06-01,2017,Murshidabad,Pre-Monsoon,18.35,1735.81,26.60,24.89,49.83,10.06,38.74,10.52
2017-06-01,2017,Murshidabad,Post-Monsoon,10.07,1449.52,39.44,19.44,49.83,10.06,38.74,10.52
2017-06-01,2017,"Purba Bardhaman",Pre-Monsoon,10.63,1559.15,38.98,16.33,33.08,8.72,19.17,18.15
2017-06-01,2017,"Purba Bardhaman",Post-Monsoon,6.41,1924.67,35.32,15.88,33.08,8.72,19.17,18.15
2017-06-01,2017,Purulia,Pre-Monsoon,13.67,1161.16,35.62,15.88,59.85,14.21,23.46,15.83
2017-06-01,2017,Purulia,Post-Monsoon,5.54,1498.60,30.19,23.07,59.85,14.21,23.46,15.83
2017-06-01,2017,"West Medinipur",Pre-Monsoon,11.98,854.89,38.07,27.66,55.45,19.83,21.75,11.19
2017-06-01,2017,"West Medinipur",Post-Monsoon,13.14,1962.65,36.24,16.69,55.45,19.83,21.75,11.19
2018-06-01,2018,Bankura,Pre-Monsoon,9.30,1709.92,25.37,15.29,47.82,5.08,28.59,10.33
2018-06-01,2018,Bankura,Post-Monsoon,13.86,1188.33,32.33,25.02,47.82,5.08,28.59,10.33
2018-06-01,2018,Birbhum,Pre-Monsoon,5.46,1619.95,31.69,18.56,51.77,7.32,27.65,12.21
2018-06-01,2018,Birbhum,Post-Monsoon,5.56,1996.55,31.39,20.87,51.77,7.32,27.65,12.21
2018-06-01,2018,Jalpaiguri,Pre-Monsoon,17.34,996.35,36.92,24.02,45.69,6.62,27.40,13.42
2018-06-01,2018,Jalpaiguri,Post-Monsoon,10.40,1064.92,26.24,23.85,45.69,6.62,27.40,13.42
2018-06-01,2018,Jhargram,Pre-Monsoon,6.91,1585.41,29.10,27.36,42.43,20.09,30.29,17.07
2018-06-01,2018,Jhargram,Post-Monsoon,12.83,981.27,31.49,27.27,42.43,20.09,30.29,17.07
2018-06-01,2018,Murshidabad,Pre-Monsoon,16.55,1303.67,34.58,20.17,30.79,25.63,24.95,6.16
2018-06-01,2018,Murshidabad,Post-Monsoon,8.24,1129.06,39.76,20.32,30.79,25.63,24.95,6.16
2018-06-01,2018,"Purba Bardhaman",Pre-Monsoon,14.34,1872.92,28.45,17.77,22.34,13.36,33.55,15.62
2018-06-01,2018,"Purba Bardhaman",Post-Monsoon,6.28,837.36,34.78,19.79,22.34,13.36,33.55,15.62
2018-06-01,2018,Purulia,Pre-Monsoon,5.78,1837.23,32.10,27.59,51.54,17.93,23.21,7.21
2018-06-01,2018,Purulia,Post-Monsoon,12.97,1022.63,38.03,25.10,51.54,17.93,23.21,7.21
2018-06-01,2018,"West Medinipur",Pre-Monsoon,13.11,1725.11,37.67,24.89,33.13,15.85,12.66,8.31
2018-06-01,2018,"West Medinipur",Post-Monsoon,14.56,1551.46,26.97,15.42,33.13,15.85,12.66,8.31
2019-06-01,2019,Bankura,Pre-Monsoon,15.89,1905.02,34.25,25.35,43.93,23.39,39.95,19.00
2019-06-01,2019,Bankura,Post-Monsoon,19.64,1377.83,26.76,16.63,43.93,23.39,39.95,19.00
2019-06-01,2019,Birbhum,Pre-Monsoon,12.74,1622.68,31.45,17.61,45.70,15.53,29.09,16.78
2019-06-01,2019,Birbhum,Post-Monsoon,9.84,1389.91,25.96,22.57,45.70,15.53,29.09,16.78
2019-06-01,2019,Jalpaiguri,Pre-Monsoon,16.93,1122.79,36.96,19.03,24.73,15.25,35.19,10.76
2019-06-01,2019,Jalpaiguri,Post-Monsoon,9.06,1346.26,25.17,15.94,24.73,15.25,35.19,10.76
2019-06-01,2019,Jhargram,Pre-Monsoon,11.58,1270.99,32.20,22.80,42.87,19.69,15.53,10.43
2019-06-01,2019,Jhargram,Post-Monsoon,6.18,1150.00,35.42,26.18,42.87,19.69,15.53,10.43
2019-06-01,2019,Murshidabad,Pre-Monsoon,5.38,1735.82,25.59,21.25,33.38,5.65,10.73,17.48
2019-06-01,2019,Murshidabad,Post-Monsoon,19.44,925.92,28.63,27.83,33.38,5.65,10.73,17.48
2019-06-01,2019,"Purba Bardhaman",Pre-Monsoon,17.54,970.99,32.48,23.04,30.92,17.95,18.96,19.11
2019-06-01,2019,"Purba Bardhaman",Post-Monsoon,15.44,1642.96,33.39,15.13,30.92,17.95,18.96,19.11
2019-06-01,2019,Purulia,Pre-Monsoon,11.13,1191.75,32.77,16.14,30.37,15.74,36.18,17.63
2019-06-01,2019,Purulia,Post-Monsoon,7.60,1220.75,25.50,16.02,30.37,15.74,36.18,17.63
2019-06-01,2019,"West Medinipur",Pre-Monsoon,7.35,1276.31,26.99,22.38,27.44,25.07,23.75,12.24
2019-06-01,2019,"West Medinipur",Post-Monsoon,8.75,1627.36,37.01,17.60,27.44,25.07,23.75,12.24
2020-06-01,2020,Bankura,Pre-Monsoon,13.24,1000.98,26.57,23.27,25.34,7.02,31.84,12.45
2020-06-01,2020,Bankura,Post-Monsoon,15.72,1647.77,25.47,27.17,25.34,7.02,31.84,12.45
2020-06-01,2020,Birbhum,Pre-Monsoon,14.90,862.37,33.12,24.22,37.47,23.24,32.97,7.38
2020-06-01,2020,Birbhum,Post-Monsoon,9.20,1845.16,35.71,25.42,37.47,23.24,32.97,7.38
2020-06-01,2020,Jalpaiguri,Pre-Monsoon,19.32,1207.34,37.22,16.04,44.41,8.38,32.54,14.85
2020-06-01,2020,Jalpaiguri,Post-Monsoon,16.07,1873.78,33.21,25.62,44.41,8.38,32.54,14.85
2020-06-01,2020,Jhargram,Pre-Monsoon,13.32,1342.78,34.65,21.84,58.26,6.72,11.71,9.23
2020-06-01,2020,Jhargram,Post-Monsoon,14.18,1677.91,26.22,15.78,58.26,6.72,11.71,9.23
2020-06-01,2020,Murshidabad,Pre-Monsoon,11.29,1096.52,27.39,26.33,30.47,11.17,37.19,8.74
2020-06-01,2020,Murshidabad,Post-Monsoon,8.72,1063.06,39.64,19.38,30.47,11.17,37.19,8.74
2020-06-01,2020,"Purba Bardhaman",Pre-Monsoon,10.34,1018.54,36.85,23.56,30.88,23.98,23.49,16.65
2020-06-01,2020,"Purba Bardhaman",Post-Monsoon,16.37,1397.83,33.33,24.35,30.88,23.98,23.49,16.65
2020-06-01,2020,Purulia,Pre-Monsoon,5.22,1074.15,39.95,27.67,22.61,17.19,11.01,5.94
2020-06-01,2020,Purulia,Post-Monsoon,6.74,1580.39,27.99,23.84,22.61,17.19,11.01,5.94
2020-06-01,2020,"West Medinipur",Pre-Monsoon,5.69,886.64,25.46,18.35,56.26,8.48,25.97,11.17
2020-06-01,2020,"West Medinipur",Post-Monsoon,5.61,1355.15,38.02,24.45,56.26,8.48,25.97,11.17
